text,sentiment
#หายใจแล้วจะปลิ้วมั๊ยคะ #บางเกิ๊น,negative
555แต่ดูคอมเม้นแล้วไม่น่าไปกินเลย,negative
Bar B Q Plaza จักขี้แตกเอานะขอรับ,negative
IN2IT ก็คัม ฮือออออ คิดถึงหมี T_T,negative
กิน smirnoff ละเป็นงี้ทุกที ลาขาด,negative
กุเสียปกติก้ได้อึดอัดเสียเวลาย่าง,negative
คันเป็นคือป๋องดำกู โบกมือ กูหย้าา,negative
คือมึงไม่ได้ผลประโยชน์มึงไง เหี้ย,negative
โฆษณา Toyota ไรวะกูรำคาญ จะดู bmw,negative
ไช้ครับป๋าเขาเขาควันเยอะบอกอัตราย,negative
ซื้อเพอริเพอร่ามาผิดสีจ้าาาาาาาาา,negative
ดูน่าสนุกดี แต่ก็ไม่กินไฮเนเก้น55,negative
ตะกวดไทยมันยึดสูบเอง มันเห้สุดตีน,negative
ถ้าไม่ดื่มน้ำตราสิงห์โดนกระทืบแน่,negative
ถ้าแอพนี้แจก ไม่มีทางกดทันหรอก 55,negative
บ้านติดเอ็มเค บ้าเอ้ย เบื่อเป็นนะ,negative
เบียช้างราคาแพงขึ้นอ้อยกินฟรี5555,negative
เบียร์ลีโอ กินแล้ว เสียงดี กรางดี,negative
เบื่อเวลาใส่ผ้าอนามัยแล้วคันตูดอะ,negative
ปล หมูบางไปนิด อย่างกับ bbq plaza,negative
เป็ดย่างเอ็มเคไม่อร่อยง่า งือออออ,negative
โปรนี้กับหม้อ4 ช่อง ไม่ทุกสาขานี่,negative
ไปกินมาใส้อ่อนเคี้ยวไม่ออก เสียใจ,negative
ผ้าอนามัยนี่จะใหญ่ไปไหน ยาวถึงตูด,negative
พริตตี้ผู้ชายใช่ไหมสัส // งิ้วเอง,negative
พอเป็น Eucerin มันก็จะแพงหน่อยๆ😂,negative
แพ้ innisfree แบบ แดงๆขึ้นเต็มเลย,negative
มันไม่อร่อยขนาดนั้นอะสำหรับกู5555,negative
มีสาขาที่บิ๊กซี กำแพงเพชร คร้าบผม,negative
เมื่อคืนไปทานมาไม่เห็นแจ้งอะไรเลย,negative
เมื่อคืนมีคนจะตายเพราะกินลีโอปลอม,negative
ไม่ได้กินบาบีก้อนมา 7 เดือน !!!!!,negative
ไม่ได้กินแสงโสมนานยกทีนี่จะตายจ้า,negative
ไม่มีเวบาเลยเพื่อนเอ้ย ตำงานนนน😭,negative
ไม่เอาลดความอ้วยยุ แตกจนตัวแตกล่ะ,negative
ยังไม่มีกำหนดเปิดบริการเลยน้า T^T,negative
รีวิวแย่มากเลยตัวนี้ใน sephora us,negative
โรงงานยาสูบมันจ่ายมึงเท่าไหร่วะ ?,negative
ลายไหนก็ได้ แต่กุไม่แดกช้างอะ5555,negative
เลิกกิน 285 กันได้แร้วววว. 😁😁😁,negative
แล้วมึงก็จะเมาฟูลมูน​ คนเหี้ยไร--,negative
วันนี้ที่ได้สีไม่ใช่แบบนี้อ่ะก้อน,negative
สเมอนอฟแม่งรุนแรงกว่าแจ็คอีก โว้ย,negative
สาสส 555 hotpot ไว้ทีหลังก็ได้555,negative
เสียดายที่เซนพระราม2 ไม่ร่วมโปรอะ,negative
เสียดายบาบีกอนมื้อนั้นเหมือนกันนะ,negative
เสียอย่างนึงไม่มีกุ้ง น่าจะมีกุ้ง,negative
แสงโสม ก็บ่ไหว ไม่ดีต่อใจกูเลย 55,negative
หม้อเล็กไปอ่ะลวกผักไม่สะดวกเลยค่ะ,negative
หมายถึงคอมเม้นว่าหมูบางใช่ป่ะ 555,negative
หยุดแดกสักพักน้ะสาสสส 555ตัวจิแตก,negative
เหมือนกันเลยคะ เข้าapp ไม่ไดเลยคะ,negative
เหล้า 100 Pipers ไม่ชอบอัพเกรดเลย,negative
เหล้าไม่กินคับ กินแต่แสง เรดแพงไป,negative
โห่ทั้งห้องคงมี3-4คนสูงไม่เกิน130,negative
อย่าสนใจ ชิวๆๆไปดู มั่ว ยัง 35เลย,negative
อย่าให้เป็นแบบลูกเบียร์ช้างเสียละ,negative
อิสัส ไม่เคยกินลีโอ อิเหี้ยยยยยยย,negative
อีเชี่ยยย บาร์บีก้อน กลัวแร้วเด้อ,negative
อีเหี้ยยยย ยิ่งชอบบาบีก้อนอยู่...,negative
โอ้ยยยยไม่กินนนนน น่ากินตรงไหนนนน,negative
โฮกาเดนคนเดียวสี่ อิเหี้ยยยยยยยยย,negative
=+1 ย่างเสร็จเหมือนกินเศษหมูเหลือๆ,negative
285กัยแสงโสมไม่ควรอยู่ด้วยกันไอสัส,negative
55 อยู่ที่ความชอบ..กินได้แต่เหม็นๆ,negative
5555 แสงโสม แดกละแบบแฮงไปอีกสามวัน,negative
Honda city ก็เเจ่มนะ แต่แพงขึ้นอีก,negative
pajero 2011 มีเสียงลมเข้า น่ารำคาญ,negative
ก็คงสุ่มไงครับก้อน ไม่ได้เอาแต่งดี,negative
กระทงทองอะไรคะคุณพี่ น้องไม่เข้าใจ,negative
ก้อนๆ เนื้อถาดใหญ่ได้น้อยมากเลยอ่ะ,negative
กานิเย่ใช้แล้วแพ้ โบกมือลานานล๊าวว,negative
กาวผ้าอนามัยเป็นอะไรกับกูมากไหมหืม,negative
กินช้างได้กี่ลัง?โมโหขนาดนี้555556,negative
กุไม่ชินกับการโดนแท็กซี่ชวนคุย ;-;,negative
ของจริงกับโฆษณานี่ต่างกันมากค่ะแอด,negative
ครัชรีโว่7หมื่นโลทำไมมันฝืดจังครับ,negative
ควายบุหรี่ไฟฟ้าของมึงมึงก็ผิดแล้วว,negative
ค่าเช่าชุดน่าจะแพงกว่าค่าอาหาร5555,negative
งั้นข้าจะพาออเจ้าไปกินอย่างอื่นแทน,negative
จะกล้ากินบาร์บิคิวพลาซ่ามั้ย ฮือออ,negative
จัดไปแล้ว 2 ชุด ส่งเช้ามาก 7.30 น.,negative
จ่ายเงินตามโปรฯ แต่ได้แค่เนื้อบางๆ,negative
เจนจองซีวิคตัวทอโบอ่ะ ยังไม่ได้เลย,negative
ชุดละ600 หาร2คนละ300 ไหวหรอนุ่น555,negative
ชุดหมูก็599แล้ว น้ำยังไม่ได้กินเลย,negative
ชุดอิหยังวะ ยิ่งกว่าพนง.แอร์เอเชีย,negative
เชฟ กับ นิสสัน กำลังเข้าวิกฤติแล้ว,negative
เชื่อครับ ไม่พยาธิ มีแต่แมงสาบครับ,negative
ใช้ตัวไหนก็ไม่ดีเท่าสมูทอีคะยืนยัน,negative
ซัลวาซูดีจริง แต่ราคาแอบแรงไปหน่อย,negative
แดกทุกอย่างไม่เมา เสือกเมาสปาย5555,negative
แต่อินนิสฟรีไม่แถมของง่ะ ข้ามๆปัยย,negative
ถามจริงที่show dc จะมีอะไรให้ซื้อ?,negative
ที่เจอมาคือสาขาบิ๊กซีแจ้งวัฒนะครับ,negative
น่าเบื่อประเทศไทยเปนประเทศไม่เจริญ,negative
บอกเองเลย ที่บ้านไม่ชอบกินบาบีก้อน,negative
บ่อแม่นBLEND 285 แต่เป็น โกงเขา285,negative
บุหรี่ไฟฟ้านะโว้ยไม่ใช่ยาบ้าไอ้สัส,negative
เบียร์ช้าง 3 ขวด 360 นี่ก็แพงเกิ้น,negative
เบียร์ช้างขายขวดละ 115 บาท คืออะไร,negative
เบียร์ช้างแม่งจะเอาทุกวงการเลยมั้ง,negative
เบียร์ลาว แช่เย็น ไฮเนเก้น สิง แพ้,negative
เบียร์สิง. เบียร์ช้าง แม่งโคตระรวย,negative
แปลกจังทำมัยไม่มีกุ้งเหมือนที่อื่น,negative
พวกเราดูดก็ไม่ได้ทไให้ใครเดือดร้อน,negative
แพงกว่า fortuner mu x เอเวอเรส อีก,negative
มาเปิดที่สิงห์บุรีด้วย จะโกรษเเล้ว,negative
มาสด้าเค้าฟ้องบริษัทด้วยไม่ใชาเหรอ,negative
เมท10โปร เสียงเบา ภาพกระตุก 555555,negative
ไม่อร่อยเลยสู้ไก่กรอบแบบเก่าไม่ได้,negative
ไม่เอา บาบิก้อนมีพยาธิตัวตึด🤮🤮🤮,negative
รัฐกลัวแพ้ คงไม่กล้าทำประชาวิจารน์,negative
รู้งี้น่าจะกินน้ำเปล่า ไม่อร่อยเลย,negative
เราใช้โซฟีไม่ได้เลย ผื่นขึ้นก้น 😭,negative
เราแพ้ลอรีเอะ โทเดส โซฟีแพ้บางรุ่น,negative
โรงแรมไม่มีความพร้อมในการรับลูกค้า,negative
ลองผ้าอนามัยแบบสอดละ บอกได้คำเดียว,negative
ลองละไม่อร่อย รสชาติเหมือน285เลยอะ,negative
ลืมอ่าน จ-ศ ก่อน 5 มงเยนใครจะไปว่ะ,negative
แล้วตอนนี้มึงก็แดกอะไรไม่ได้เลยอ้อ,negative
โลตัส สาขาพนมสารคาม ยังไม่มีเลยคับ,negative
วันนี้ไม่มีตังค์เสาร์กลับบ้าน55555,negative
สปายเนี่ยนะเมา เอ็นดูว่ะ5555555555,negative
สเมอนอฟอีเล้คทริคบลูรสชาติเหี้ยมาก,negative
สั่งชุดหมูเฮฮา ไป พนักงงานบอกไม่มี,negative
สัสซัค!! พี่ใช้ของอินนิสฟรีอยู่ข่ะ,negative
เสียดายมากสาขาที่เพชรบุรีปิดไปแล้ว,negative
ห้องน้ำสะอาดแต่ชักโครกไม่ค่อยสะอาด,negative
หู้ยยย เพิ่งสระผม เสียดายแชมพู5555,negative
เห็นรูปหมูบาบีก้อนแล้วขนลุก จะอ้วก,negative
อยากได้ revlon 365 หาซื้อไม่ได้เลย,negative
อินนิสฟรีแพงเกินเบอร์อยากได้ไปแล้ว,negative
อินิสฟรีพันห้า อีฟโรเช่สองพัน ทรุด,negative
อีสัสสสสสยังไม่เข็ดกับแสงโสมอีกกกก,negative
โอ้ย นี่โคตรไม่ถูกกับนีเวียเลยนุ้ง,negative
55555555555 ไม่ได้ มื้อล่าสุดห้าพัน,negative
Biotherm เหม็นอ่ะ แต่มันแพงยอม 5555,negative
Hoegaarden+Breezer+Snowy คือพังจริง,negative
Mg 5 6 ก็แป้กนะ โชคดีที่ zs ได้เกิด,negative
Periperaก็หายetudeก็หาย หายไปไหน!!!,negative
show dcนี่ยังไม่เปิดจริงจังไปอีกหรอ,negative
Toyota Altis ติดตั้งชุดเครื่องเสียง,negative
กระทรวงยาสูบมันต่อต้านมันกลัวขาดทุน,negative
กระทืบไลค์เลยครับ กฎหมายหัวควย 👎👎,negative
ก้อนเลือกตอบ เสียใจ/ จากลูกค้าประจำ,negative
ก้าวตามหลังชาวบ้านเขาทุกทีนะ นิสสัน,negative
กาวผ้าอนามัยควรเหนียวกว่านี้ด้วยค่ะ,negative
กินแค่ฟูลมูนขวดเดียวก็มึนแล้ว เอิ่ม,negative
กูอยากขว้าง tarte กับ จูเลียทิ้งเลย,negative
ขอบาย หมดพิซซ่าไป เกือบ500 😢😢😢😢,negative
เขารณรงค์กันทั้งโลกครับ เว้น...only,negative
คุณลุงคนขับแท็กซี่ ทำฉันหัวร้อน!!!!,negative
แค่แถมเป๊ปซี่ เงื่อนไขเยอะมากเบย 55,negative
แค่บุหรี่ไฟฟ้าก้ผิด กฎหมายส้นตีนมาก,negative
จ.ลพบุรี ไม่มีร่วมรายการ เสียดายจัง,negative
จะน้ำจะเบียร์ก็ไม่กินของสิงห์อยู่ละ,negative
จะเอาไว้ดองศพคนเขียนสักวันเนี่ยแหละ,negative
โซฟีค่ะ จะเหนียวกว่าลอรีเอ๊ะ นิสนึง,negative
แดก smirnoff หวังเมา เสือกไม่เมา 😡,negative
โดนผีสิงห์ .. ลุกมะไหวเบยยย #singha,negative
ถ้า 60 จิง ผมว่า hoegarden มีตาย 55,negative
ถ้าเป็นนิสสันนี้ด่ากันทั้งไทยแน่นอน,negative
ถูกใช้แล้วอ้วนคับ ตอนนี้น้ำหนักขึ้น,negative
ทำไมเชียงใหม่ถึงไม่มีเอ็มเคบุฟเฟ่ต์,negative
ทำไมไม่ไปเล่นพวกซื้อขายบุหรี่เถื่อน,negative
นั่งดูโจมาโลน 555 อีดอก โดนป้าย 555,negative
น่าตบให้คว่ำ !! ค่าบาร์บีก้อน 55555,negative
น้ำตาจิไหลพึ่งเห้นคำว่าถึง29ธันวา😭,negative
เบียร์ช้างหั่นดีกรี ส่งผลจ่ายภาษีลด,negative
เบียร์ซาเบโกงัยกลุ่มช้างเพิ่งซื้อไป,negative
เบื่อแล้วAltis อยากขับ city สีขาววว,negative
ปาหนังสือแลปปรสิตใส่หน้าบาบีก้อนแปบ,negative
เปลี่ยนจากเอ็มเค มากินนี่ดีกว่าเนอะ,negative
เปิด285ในห้องกระดกแดกแม่ง 555555555,negative
ไปวันนี้ไม่เหนพนักงานว่ายังงัยเลยคะ,negative
เพราะบ้านเรามันกะลาครับเลยใช้ไม่ได้,negative
มีใครขับ Jazz บ้างครับ ขอเสียงหน่อย,negative
มึงจะให้หนีงานไปแดกอย่างเดียวใช่ไหม,negative
ไม่ค้ายาไม่มีตังขี่รีโว่หรอรุๆกันยุ,negative
ไม่ใด้ครับรายใด้หลักเค้ามาจากตรงนี้,negative
ไม่ได้ต้องเก็บตังเปย์เดอะเฟสชอปแหสะ,negative
ไม่น่าแดกสเมอนอฟเลย ปวดท้องอีกจนได้,negative
ไม่แปลกใจเลยถ้าเห็นสัปเหร่อกินแบล็ค,negative
ยืนรอนานมากไม่มีคนมารับ มาให้คิวเลย,negative
ร้านอาหารที่เศรษฐีร้อยล้านเขากินกัน,negative
ลองแล้วใช้เบียร์ช้างอร่อยค่ะลีโอจืด,negative
ลูกชาย8ชวบสูง140อดสิไม่ได้ลดราคาเลย,negative
วอนให้ป้าด่า ไม่อร่อยอ่ะ หัวตั้ง300,negative
ส่วนตัวไฮเนเก้นถูกปากกว่าฮูการ์เด้น,negative
สะพานไม่นับรวมทางขึ้นลง งงบักคัก 😢,negative
สาขาบ้านเราก้อไม่มีเหมือนกันกุ้งอ่ะ,negative
สำหรับชั้ลกากสุดก็บิโอเร กับ นีเวีย,negative
เสียงไม่ดัง ต่อลำโพงวัดไปเลยคับ 555,negative
หัวร้อนพนักงานอีทูดี้สาขาแฟชั่นโว้ย,negative
ห้ามนำเข้ามาในราชอาราจักร เลยละครับ,negative
อร่อยน่ะแต่ปริมานได้น้อยเกินแพงด้วย,negative
อห!! เอาน้องมาขายผ้าอนามัย อิเวง 😂,negative
อ่านคอมเม้นแล้วไม่อยากไปกินเลย ดูสิ,negative
อิสัส ค่าผ้าอนามัยแพงพอๆกับค่าเหล้า,negative
อิห่า แมคไม่คุ้มเลย เคฟซีน่าแดกกว่า,negative
อีเหี้ย ผ่าน etude เปิด twilght อีก,negative
อีเหี้ย พึ่งเคยใช้ ผ้าอนามัยแบบเย็น,negative
อุส่าเอาสปายมาแดก หุ เลียพื้นเลยสัส,negative
เอ็มเคคือคนเยอะเสมอต้นเสมอปลาย เส้า,negative
เออการ์นิเย่แม่งเป๊ะจริงๆอะ55555555,negative
ฮอนด้า โนวา แดก(แดกน้ำมันสุดๆ) อิอิ,negative
?? เอาไหม . . เอาไปทำไรฟ่ะ 555555555,negative
5555ไช่ครับคนออกกฏหมายไม่รู้คิดได้ไง,negative
MG ไม่เคยทำให้ผิดหวัง ดีไซน์รถหรูสวย,negative
Mu x 1.9 ใช้มา 30000 กิโล ทำไมอืดมาก,negative
กินดีกว่า285...นุ่มกว่าและไม่เมาค้าง,negative
กินบุฟเฟ่เอ็มเคยังไงกูก็กินไม่คุ้มอะ,negative
กุต้องล้มเลิกแผนที่จะไปกินบาบีก้อนระ,negative
กูจะเกรี้ยวกราดใส่กาวผ้าอนามัยแล้วนะ,negative
ขายไม่ได้คับ วีออสแรงมาก แรงจนล้อแตก,negative
เข้าเกียร์ง่ายกว่าฟอร์ดเรนเจอร์กูอีก,negative
ค่าเช่าชุดแพงกว่าไปกินอีกนะออเจ้า555,negative
งืออออ อันนี้เอาตรงๆก็ไม่น่าเชื่ออ่ะ,negative
จ้ะๆมาส์กโคลนของลอรีอัล เชื่อมากๆเลย,negative
จะขาย mac charge water ละ ใช้เบื่อละ,negative
จานใหญ่จริงๆ😒 ใหญ่แต่จานจริงๆ☹️ #mk,negative
โจรในเครื่องแบบสมัยนี้น่ากลัวกว่าโจร,negative
ชอบมาก แต่สาขาลพบุรีไม่เห็นมีแล้วเลย,negative
เชี่ย อ่านบาร์บิก้อนแล้วกุจะอ้วก🤢🤮,negative
ซื้อ e voucher แล้วค่ะ แต่งงๆวิธีใช้,negative
ดราม่าจุงช่วงนี้ วีคหน้าบาบิก้อนมั้ย,negative
เดี๋ยวนี้เนื้อที่ hotpot อย่างเหนียว,negative
เดี๋ยวนี้ไม่เห็นดอยสุเทพเลย มัวไปหมด,negative
ตะกี้ไปซื้อลีโอยัง58อยู่จะไปมั่วเกิน,negative
แต่บุหรี่ไม่กลัว แม่งอ้างไปเรื่อยสัส,negative
ถ้าเป็น black leble นี่เมาแย่เลย😆😅,negative
บุฟบาบีก้อนมี2สาขาเองงะ น้องเสียใจจจ,negative
บุฟเฟ่ต์​บาบีก้อนจืด ไม่ค่อยหย่อย...,negative
เบียร์ช้าง52บาท ขึ้นมาไม่เกิน60 ถุ้ย,negative
เบียร์ยูมันหวานจนอ้วกอะ แฮงค์มากด้วย,negative
เบียร์ยูไม่ไหวจริงมายเฟรน555555 เข็ด,negative
แบ๊วสัส เมื่อคืนตายย้อนแดกเบียร์ช้าง,negative
ปัญญาอ่อน. นี่แค่มึงขับยาริสนะเนี่ยะ,negative
ไปทาน 2 คนไม่ถึง 900 อยากได้ทำไงดีคะ,negative
ผิดหวัง กั๊กของสามทุ่มก็ไม่เอาออกและ,negative
พวกคอมเม้นอื่นบอกว่าเป็นฝีหรือหนองวะ,negative
พี่ท่าน จงเร่งหาชุดไทยใส่ไปเสีย 😉😉,negative
แพงกว่า moschino burberry ไม่เอาแล้ว,negative
แพ้ผ้าอนามัยเหมือนกันเลยต้องฉีดยาคุม,negative
มันคือฝีหนองงง 😨 #เจริญอาหารมั้ยล่ะ,negative
เมืองเบียร์ช้าง บ้าบอคอหมูย่างน่ะแอด,negative
เมื่อวานกินบาบีก้อน ....รู้สึกตัวบวม,negative
แมงกะพรุนเปลี่ยนไป เสียใจหนักมาก T T,negative
ไม่ใครแจกลอรีเอะอ่อ โซฟีลายไม่สวยอ่ะ,negative
ไม่ชอบชัส ค่ะ ไม่เคยพบว่ามันอร่อยค่ะ,negative
ไม่ดื่มอะไรๆของสิงห์มาตั้งแต่นู้นนนน,negative
ไม่ได้รู้สึกอยากกินมากขึ้นแต่อย่างใด,negative
ไม่มีอะไรพัฒนาเลยของเดิมเสียหายhonda,negative
ราชบุรีไม่มีชื่อในสาขาร่วมโปรนี้ ...,negative
โรงแรมค่อนข้างลึก ไม่สะดวกถ้าไม่มีรถ,negative
วันนี้กินมาไม่เห็นลดเหลือ44บาทเลยค่ะ,negative
วีออส ก็คือโตโยต้านะ ไม่เห็นจะขายดี.,negative
สเมอร์นอฟมิดไนท์เล่นกูแล้ว ไอ้ชิบหาย,negative
สาขากำแพงเพชร ปิดไปแล้ว เสียใจ😢😢😢,negative
สุขใดเล่าจะเท่า..เนื้อบางๆติดกระทะ😂,negative
สูญเสียไปเท่าไหร่แล้วกับค่าผ้าอนามัย,negative
หน้ากากไอยราคือเจ้าของเบียร์ช้างครับ,negative
หาแตกเลือดเองคะ เขาไม่ขายที่สาขา5555,negative
อยากรู้ว่าไครเป็นคนออกแบบไฟหน้ารีโว่,negative
อย่าเท ลค. เหมือน ford fiesta นะคนับ,negative
อร่อย ตรงไหน ของมาวางไว้แห้งๆเหี่ยวๆ,negative
อ้าวลูกชาย9ขวบ ดันยาว140ซม. จ่ายเต็ม,negative
แอร์มาสด้า 2 เอาอากาศร้อนๆ ไม่อยู่อะ,negative
โอ้ยยย โมเดสไม่ซึมซับเด้อออ เบื่ออออ,negative
ฮอนด้าก็ทำไม่ได้นิสสันหรออย่าหวังเลย,negative
=+1คะ...ซีคอนบางแคพนังงานน่ายังกะ👣👿,negative
😍พรุตดิ้งชาเขียว แต่ไปทีไรไม่มีอ่ะ😥,negative
5555 ค่าชุดไทย แพงกว่าราคาที่ลดไปอีกก,negative
Mazda นี่มีปัญหาให้แปลกใจไม่หยุดจริงๆ,negative
Mazda. ประตูปิดไม่ได้(ปิดแล้วไม่ล็อก),negative
กลับไปกินช้างยังลื่นคอกว่าเยอะคะ 🤮🤮,negative
ก้อน่าจะสรุปที่คนเอาไปมั่วไม่ได้สิจ๊ะ,negative
กินไก่แมคไปอีกละ อีดอก อยากผอมมากมั่ง,negative
กินทุกวันจนท้องเสียก็เพราะช้างนี่แหละ,negative
กุเป็นอีบาบีก้อนแน่นอน ทั้งตูดทั้งพุง,negative
ขี้แตกด้วยมึง กินลีโอเปนงี้ตล่อดด 555,negative
คงได้ไปทำงานให้บอสัดเบียร์ช้างต่อมั้ง,negative
คนเหี้ยไรแดกสเมอนอฟแล้วมึน กูเองอีสัส,negative
คุชชั่นอินนิสฟรีที่นี่เพียง450 จะร้อง,negative
จ.เลย ไม่ร่วมโปรกะเค้าทุกที หลายรอบละ,negative
จะซื้อดีลก็มีแค่2สาขา ก้อนเอ้ยลำเอียง,negative
จะเลิกกินบ้าบีก้อน2เดือนบะกินหมูทะแทน,negative
แจ็คแดเนียลสี่ขวด อีดอก แดกหรือเททิ้ง,negative
ชุดพี่หมื่นไม่สะดวก ออเจ้าไปได้เลย 😅,negative
เชี่ย เบียร์ช้างสองแก้วทำกุมึน สาสสสส,negative
ใช่ๆ ประเสริฐ จาก Accord มาขับ BM เลย,negative
ใช่ครับ อะไหล่ Honda เปลี่ยนที่มีร้อง,negative
แดกเบียร์ช้างทีไรเป็นอ้วกเมาค้างทุกที,negative
โดน smirnoff เข้าไป เกือบเอาตัวไม่รอด,negative
ตอนนี้น้ำสิงห์ครับ. กูนิแดกน้ำก๊อกเลย,negative
ตีกันมั่วเลยตอนนี้ เบียร์ 285 สเมอนอฟ,negative
ทำอะไรก็ไม่ได้นอกจากทำใจครับบ้านเนี่ย,negative
ที่อ่านคือภาพอย่างบรึ๋ยของคนกินถ่ายมา,negative
โทรไปคือกดสายทิ้ง หมายความว่ายังไงค่ะ,negative
นั่นน่ะสิ ไว้ไปกินอย่างอื่นดีกว่าเนอะ,negative
นาวาร่า..แข็งแกร่ง ดุดัน ดั่งขวานบิ่น,negative
นิสสันเงียบมาก เมื่อไหร่จะออกรุ่นใหม่,negative
บางทั้ง2ฝั่งเลยค่ะก้อน แถมแพงอีกตะหาก,negative
บุหรี่ไฟฟ้าประกันตัวแสนนึง พระเจ้า!!!,negative
เบียร์ลีโอขวดเป็นร้อยจริงหรอ..โหดไปปะ,negative
เบื่อแล้วเบียร์ลีโอ.อยากกินนมลีโอมั่ง,negative
ปวดท้องจะตายยุ่ละ ผ้าอนามัยจะเยนไปไหน,negative
ปัญหาน้ำรั่วที่คอนโด Keyne ของแสนสิริ,negative
ป่านนี้แล้วก็ยังไม่ได้ลิปอินนิสฟรี 😅,negative
ปีนี้ขอเลี่ยงสเมอนอฟจ้าไม่มีคนเกบอ้วก,negative
เป๊บซี่ที่ไม่มีความเป็นเป๊บซี่อ่ะเหรอ,negative
โปรมาสด้า 2 แต่รูปเป็นมาสด้า 3 ซะงั้น,negative
ผ้าอนามัยติดทุกอย่างยกเว้นกางเกงในค่ะ,negative
ผ้าอนามัยแบบสอดก็ใช้ไม่เป็น กลัว 5555,negative
พอเถอะพี่ท่าน ถึงขั้นต้องเช่าชุดไปอีก,negative
แพงค่ะน้ำจิ้มมีอย่างเดียวไม่อิ่มค่ะ..,negative
มองน้ำปลาทีแรก คิดว่าขวดหงส์ทอง 55555,negative
มาสด้าก็ลอกหน้าตาเจ้าอื่นมาอีกที55555,negative
มิเตอร์เสีย 55555 เบียร์ช้างขวดละ 300,negative
มีที่ถูกกว่านี้ปะ อยากไปแต่แพงไปหน่อย,negative
เมื่อวานไม่เห็นมีโปร กินเสร็จมีโปรเฉย,negative
ไม่ใช่ไรนะ เงินหมดแล้ว 55555555555555,negative
ไม่ต้องกินหมูทะล้ะ กินอันนี้แหละ55555,negative
ยอดตกแน่นิสสันนาวาร่า^^^ล้อเล่นนะครับ,negative
ยังมัปวดท้องอยุ่นิดๆ ทัองเสียอยุ่บ้าง,negative
เยอะไปก้ไม่อร่อย ไม่รุ้จะกินไหนดี 555,negative
แย่ ผมเมาสปาย จุดจบสายขี้เมาแบบผม -_-,negative
รสชาตแย่มาก เหมือน 285 แต่แย่กว่าาาาา,negative
ราคาแพงไป เพิ่มอีกนิดซื้อคัมรี่ดีกว่า,negative
รีวิวการกินบาบีก้อนคนเดียว เจอแมลงสาบ,negative
แล้ว ถ้า คน ไม่กิน น้ำอัดลม ก็ เซง ดิ,negative
เว่อละใครจะเช่าแพงแบบนั้น 2-3ร้อยก้มี,negative
สิทธิ์ผู้บริโภคครับ...เล่นกฎหมายกันไป,negative
เสียใจทสาขาเดอะมอลล์บางกะปิ ยุบไปแล้ว,negative
แสงโสมหมดแล้วยังไม่เมาเลย อิเหี้ยเอ้ย,negative
ใส่ผ้าอนามัยผ้าอนามัยยังบาดหีอ่ะ เส้า,negative
หายใจไม่ออกแล้วโว้ย ดอยสุเทพหายไปแล้ว,negative
อยากใช้อินนิสฟรีแต่กลัวสิวขึ้น โว้ยยย,negative
ออกกกำลังกายมีสี่วัน พังเพราะบาบิก้อน,negative
อี่เหี้ย ผ้าอนามัยแตดนี่เย็นมากกกกกกก,negative
แอร์เอเชียได้เงินกูครั้งเดียวพอ จำไว้,negative
ฮืออ ละบาบีก้อนใช้เนื้อของที่ไหนเนี่ย,negative
=+1 คะ อิ่มเพราะกระหล่ำ สั่งเยอะก้อแพง,negative
299 เอง เอาเงินจากกินบาบีก้อนมาได้สบาย,negative
App ห่วยแตก ไปหาทำการตลาดอย่างอื่นเหอะ,negative
CX5 mazda 2 ดีเซล ปัญหาน้ำดันฝาสูบโก่ง,negative
hi! ยูbeer ...ขวดมันเล็กไปอ่ะ . #ubeer,negative
กู ยังเห็น มืงดูด อยู่ เลย ตอแหล จริมๆ,negative
กูว่าจะซื้อมาสด้า 3 ไม่ซื้อดีด่าแบบนี้,negative
ขนาดบาบีก้อนโว้ยย ที่เคยเล่าไข่พยาธิอะ,negative
ขอร้านเหล้า ปีนี้หงุดหงิดเบียร์ช้างมาก,negative
ข้าเสียดายยิ่งนัก มิน่ากลับหัวเมืองเลย,negative
ค่าเช่าชุดก็500฿ ล่ะ แพงกว่าปกติอีก555,negative
คือว่าเซากินเผ็ด สิคุ้มค่าพบแพทย์บ่ค่ะ,negative
จริงๆเบียร์ช้างก็รสชาดดีกว่าลีโอแล้วนะ,negative
จัยเลว มาซื้ออินนิสฟรีที่โตเกียว555555,negative
ชวนก้อไม่มีคัยไป. แถมวันนี้ไม่ว่างด้วย,negative
ดั้นด้นมาถึงที่นี่ Toner ของ Aesop หมด,negative
ดีน่ะที่ไม่กินเรดเพราะกินแต่สี่สิบ5555,negative
เดี๋ยวซื้อเอ็มเคไปฝากเผื่อเบื่อข้าวผัด,negative
แดกช้างเสร็จมาต่อด้วยรี อ้วกมั้ยให้ทาบ,negative
ต่อที่ 2 ไม่เห็นได้รับคูปองชิงโชคเลยคะ,negative
ต่อให้หน้าชนกัน Honda ก็ไม่เหลืออยุ่ดี,negative
ตำรวจจับคนจีนทำเบียร์ช้างปลอม 1500 ลัง,negative
แต่งไปกินครึ่งราคา จะคุ้มค่าชุดมั้ยอ่า,negative
ทำไมใช่ชีทมาร์กอีทูดี้แล้วร้อนหน้า ;-;,negative
ทำไมน้องเบบต้องเกิดมาแพ้ลิป 3ce ด้วยคะ,negative
บอนชอนกันมึง กูไม่กินบาบีก้อนแล้วววววว,negative
